Summary,Issue key,Issue Type,Status,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (DateTimePicker_TP1),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (LargeText_TP1),Custom field (LookupList(Single)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (Number_TP1),Custom field (Rank),Custom field (Story Points),Custom field (String(Text)_TP1),Custom field ([CHART] Date of First Response),Comment,Labels,Labels,Labels
Bug 5574,TP1-5574,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,534,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l574,WMA,Dawnielle
Bug 5575,TP1-5575,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,535,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l575,SystemIQ,AMP
Bug 5576,TP1-5576,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,536,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l576,Warnings,2019QRMEnhancements
Bug 5577,TP1-5577,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,537,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l577,DACS,MVPDeschedule
Bug 5578,TP1-5578,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,538,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l578,BPMS,QA_Not_Needed
Bug 5579,TP1-5579,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,539,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l579,PPS,Refine
Bug 5580,TP1-5580,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,540,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l580,NRP,UAT_Feedback
Bug 5581,TP1-5581,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,541,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l581,MA,UAT_Bug
Bug 5582,TP1-5582,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,542,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l582,QA_Automation,rev
Bug 5583,TP1-5583,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,543,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l583,TS,OCS
Bug 5584,TP1-5584,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,544,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l584,UI_Testing,SuppportCase
Bug 5585,TP1-5585,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,545,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l585,NO_UAT_REQUIRED,Reopen
Bug 5586,TP1-5586,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,546,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l586,BPMS-GWA,TechArch
Bug 5587,TP1-5587,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,547,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l587,MASIR,Q1_2020
Bug 5588,TP1-5588,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,548,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l588,leadsconsultation,RM-CLUSTER
Bug 5589,TP1-5589,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,549,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l589,Single,GNG-MasterData
Bug 5590,TP1-5590,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,550,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l590,2011,EMTSupport
Bug 5591,TP1-5591,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,551,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l591,Increment,EDI_Online
Bug 5592,TP1-5592,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,552,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l592,Initialize,Post_Phase_2
Bug 5593,TP1-5593,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,553,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l593,Account,AC270
Bug 5594,TP1-5594,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,554,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l594,User,ibucket
Bug 5595,TP1-5595,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,555,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l595,ETL_MIGRATION,Alfred
Bug 5596,TP1-5596,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,556,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l596,Sprint-1.3,CAL-TC-2081
Bug 5597,TP1-5597,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,557,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l597,NEEVA_AWS,OCC_VRU_CSS_Channels
Bug 5598,TP1-5598,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,558,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l598,NEEVA_ESN,AdminUI_Changes
Bug 5599,TP1-5599,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,559,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l599,neeva_prod_support,RealTime_Payment_Confirmation
Bug 5600,TP1-5600,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,560,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l600,Interns,P2-SOW
Bug 5601,TP1-5601,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,561,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l601,NEEVA-ESN,UI/UX
Bug 5602,TP1-5602,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,562,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l602,ITSC,AI/ML
Bug 5603,TP1-5603,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,563,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l603,stretch,Migration
Bug 5604,TP1-5604,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,564,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l604,defect,QLS
Bug 5605,TP1-5605,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,565,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l605,CASS,QLSTest
Bug 5606,TP1-5606,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,566,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l606,DataMapping,QLSCloudStory
Bug 5607,TP1-5607,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,567,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l607,ProrationCalculation,SUPPLYCHAIN
Bug 5608,TP1-5608,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,568,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l608,ProrationException,BusinessProcess
Bug 5609,TP1-5609,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,569,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l609,SOSN,Estimate
Bug 5610,TP1-5610,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,570,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l610,Refined,AC270CALLSFACT
Bug 5611,TP1-5611,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,571,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l611,enabler,POMS-MVP
Bug 5612,TP1-5612,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,572,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l612,NewTable,DataWarehouse
Bug 5613,TP1-5613,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,573,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l613,MRHI,OMNI
Bug 5614,TP1-5614,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,574,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l614,CALLS,RM_RR
Bug 5615,TP1-5615,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,575,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l615,QM,Medium
Bug 5616,TP1-5616,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,576,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l616,ar52,Showstopper
Bug 5617,TP1-5617,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,577,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l617,inspect&adapt,ReadyFor
Bug 5618,TP1-5618,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,578,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l618,PreWork,autodesk
Bug 5619,TP1-5619,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,579,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l619,rpi,LightweightTab
Bug 5620,TP1-5620,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,580,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l620,BC240,FebRelease
Bug 5621,TP1-5621,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,581,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l621,realization,sMobiBucketRelease02062020
Bug 5622,TP1-5622,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,582,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l622,InputFile,notReproducible
Bug 5623,TP1-5623,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,583,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l623,bc0201,Leaf-SQLScripts/NextRelease/9_LEAF_2880_UPDATE_EOD_DEVICE.sql
Bug 5624,TP1-5624,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,584,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l624,"SOA,",Leaf-SQLScripts/NextRelease/10_LEAF_2880_UPDATE_EOD_DEVICE_PLANNER_UPDATE_DATE.sql
Bug 5625,TP1-5625,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,585,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l625,interest,Leaf-SQLScripts/NextRelease/12_LEAF_2880_ALTER_PROCEDURE_PR_INSERT_EOD_DEVICE.sql
Bug 5626,TP1-5626,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,586,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l626,Mock1,Leaf-SQLScripts/NextRelease/11_LEAF_2880_UPDATE_EOD_DEVICE_PLANNER_UPDATE_DATE_WITH_DACT_DATES.sql
Bug 5627,TP1-5627,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,587,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l627,IEE,major
Bug 5628,TP1-5628,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,588,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l628,EarlyLateReads,Follow-up
Bug 5629,TP1-5629,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,589,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l629,2-VB,Backend
Bug 5630,TP1-5630,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,590,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l630,IEE-PB,TMED
Bug 5631,TP1-5631,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,591,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l631,Pre-Work,iResolve
Bug 5632,TP1-5632,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,592,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l632,CIS-PB,ssupdesign_CXreview
Bug 5633,TP1-5633,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,593,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l633,Hi/Lo,Billing-Core
Bug 5634,TP1-5634,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,594,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l634,OutputFile,EDIBills
Bug 5635,TP1-5635,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,595,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l635,EarlyLateRead,Chilli
Bug 5636,TP1-5636,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,596,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l636,returned,Customer360
Bug 5637,TP1-5637,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,597,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l637,PI7,EDP_Team
Bug 5638,TP1-5638,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,598,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l638,Proration,golive
Bug 5639,TP1-5639,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,599,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l639,PartnerFile,RTP
Bug 5640,TP1-5640,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,600,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l640,COVB-Communications,Exis
Bug 5641,TP1-5641,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,601,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l641,AMI-DW,#406
Bug 5642,TP1-5642,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,602,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l642,UnitTesting,Interimprocedure
Bug 5643,TP1-5643,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,603,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l643,Grid_Access,DataScience
Bug 5644,TP1-5644,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,604,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l644,COVB-Meter-Data,Environmental_Access
Bug 5645,TP1-5645,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,605,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l645,Email_Notifications,Release_Readiness
Bug 5646,TP1-5646,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,606,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l646,Solartogether,Recloser
Bug 5647,TP1-5647,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,607,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l647,>60_days,Catalog
Bug 5648,TP1-5648,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,608,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l648,EX57,invalid
Bug 5649,TP1-5649,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,609,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l649,payment_reminder,messaging
Bug 5650,TP1-5650,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,610,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l650,Small_balance,Closed
Bug 5651,TP1-5651,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,611,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l651,E037,PROD_Release
Bug 5652,TP1-5652,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,612,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l652,UnderReview,intermprocedure
Bug 5653,TP1-5653,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,613,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l653,MISC_BILLING,CommonPackage
Bug 5654,TP1-5654,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,614,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l654,Issues,Update
Bug 5655,TP1-5655,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,615,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l655,uar,Tech_Story
Bug 5656,TP1-5656,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,616,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l656,CCINGUI,Data_Science
Bug 5657,TP1-5657,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,617,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l657,Watchlist,Technical_Story
Bug 5658,TP1-5658,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,618,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l658,fbl,DR:CuratedPipeline
Bug 5659,TP1-5659,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,619,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l659,install,PGDSOS
Bug 5660,TP1-5660,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,620,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l660,ProrationMRHI,MVC_Scheduler
Bug 5661,TP1-5661,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,621,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l661,CCIN,post
